Employee ID,Name,Department,Job Role,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility,Promotion_Numeric,ProductivityIndex,WorkHourEfficiency,ManagerScoreRatio,PerformanceTier
240533,Abram Rajan,IT,Software Engineer,78,94.19,76.64,3.9,97.15,45,4.9,29,No,0,90.16499999999999,2.1119565217391307,98.00000000000001,Exceeds Expectations
942605,Ehsaan Malhotra,IT,Cybersecurity Specialist,98,70.12,89.24,4.6,96.26,47,3.8,10,No,0,85.419,2.0054166666666666,76.0,Exceeds Expectations
687520,Ivan Boase,HR,HR Manager,92,69.79,80.22,3.6,85.61,37,3.2,21,No,0,77.223,2.252894736842105,64.0,Meets Expectations
946565,Divit Doctor,Finance,Auditor,88,61.45,76.25,4.1,89.47,51,3.6,9,No,0,76.5595,1.720576923076923,72.0,Meets Expectations
798459,Madhup Ganguly,HR,HR Manager,99,61.37,97.88,3.7,73.84,55,4.3,12,Yes,1,73.10549999999999,1.3185714285714287,86.0,Meets Expectations
614698,Romil Ghosh,Sales,Account Manager,53,68.66,88.71,4.2,98.44,40,4.2,12,No,0,84.39149999999998,2.4009756097560975,84.00000000000001,Exceeds Expectations
675967,Advik Kala,Sales,Account Manager,81,77.73,77.89,4.6,84.85,44,3.2,27,No,0,82.38649999999998,1.8855555555555554,64.0,Exceeds Expectations
952094,Renee Gara,Finance,Financial Analyst,67,70.91,91.78,3.7,88.47,53,3.5,7,No,0,80.64999999999999,1.6383333333333334,70.0,Exceeds Expectations
146318,Armaan Chad,Sales,Sales Executive,69,66.53,98.4,4.3,73.14,36,4.2,11,No,0,76.5445,1.9767567567567568,84.00000000000001,Meets Expectations
324224,Kimaya Kala,Finance,Auditor,61,70.17,78.35,4.3,81.49,52,3.7,9,No,0,77.7335,1.5375471698113206,74.0,Meets Expectations
796248,Zaina Lala,Finance,Accountant,67,83.44,82.88,3.5,74.89,40,5.0,26,No,0,78.3475,1.8265853658536586,100.0,Meets Expectations
336947,Eshani Dubey,IT,Software Engineer,64,60.47,98.02,3.4,74.75,36,3.7,15,No,0,72.23,2.02027027027027,74.0,Meets Expectations
608162,Mahika Basu,HR,Recruitment Specialist,71,62.28,85.46,4.3,78.88,49,3.8,22,No,0,75.125,1.5776,76.0,Meets Expectations
151746,Kavya Garg,Sales,Business Development,70,68.41,82.39,3.5,95.7,53,4.5,29,No,0,80.297,1.7722222222222224,90.0,Exceeds Expectations
838557,Purab Upadhyay,HR,Recruitment Specialist,77,83.01,83.68,4.6,85.45,49,4.9,21,No,0,85.313,1.709,98.00000000000001,Exceeds Expectations
479240,Adah Khare,Finance,Accountant,60,73.23,97.62,4.9,74.74,44,3.4,6,No,0,81.13250000000001,1.6608888888888889,68.0,Exceeds Expectations
990952,Chirag Kapadia,Finance,Auditor,60,90.9,84.54,4.8,98.34,45,3.3,30,No,0,93.315,2.137826086956522,65.99999999999999,Exceeds Expectations
407575,Nitara Srivastava,Finance,Auditor,54,86.56,76.5,4.3,73.1,48,4.4,29,No,0,80.256,1.4918367346938775,88.00000000000001,Exceeds Expectations
291280,Ivana Bhat,Sales,Business Development,76,76.04,81.02,4.2,99.72,37,4.0,13,No,0,86.26899999999998,2.6242105263157893,80.0,Exceeds Expectations
994582,Ela Iyer,Sales,Sales Executive,91,84.14,99.06,3.3,88.79,47,4.1,19,Yes,1,85.2845,1.8497916666666667,82.0,Exceeds Expectations
324408,Tushar Sunder,IT,Cybersecurity Specialist,98,85.77,81.1,4.2,88.51,52,4.1,15,Yes,1,85.76299999999999,1.6700000000000002,82.0,Exceeds Expectations
318462,Dhanush Boase,Sales,Sales Executive,69,80.88,90.52,4.8,84.81,46,4.3,26,No,0,85.96949999999998,1.804468085106383,86.0,Exceeds Expectations
129907,Advika Sani,Finance,Financial Analyst,90,60.34,90.98,4.9,88.0,51,4.4,25,Yes,1,80.266,1.6923076923076923,88.00000000000001,Exceeds Expectations
267605,Hrishita Lad,HR,Employee Relations,96,77.62,98.31,3.4,79.17,39,5.0,16,Yes,1,79.82300000000001,1.97925,100.0,Meets Expectations
395954,Sumer Sami,IT,Software Engineer,52,93.7,91.69,3.2,81.96,55,4.1,7,No,0,84.83449999999999,1.4635714285714285,82.0,Exceeds Expectations
886718,Samaira Uppal,Marketing,Content Strategist,54,71.83,83.82,4.4,71.01,45,4.0,30,No,0,75.767,1.5436956521739131,80.0,Meets Expectations
990214,Samarth Chhabra,Sales,Account Manager,81,68.29,98.55,4.8,85.9,36,3.3,13,No,0,83.149,2.3216216216216217,65.99999999999999,Exceeds Expectations
913309,Kiaan Sura,Marketing,Marketing Executive,59,85.21,88.06,3.1,92.45,44,4.6,27,No,0,84.69,2.0544444444444445,92.0,Exceeds Expectations
838806,Neysa Choudhary,Sales,Business Development,50,85.61,77.45,4.4,75.79,44,3.4,11,No,0,81.30749999999999,1.6842222222222223,68.0,Exceeds Expectations
201801,Dhanuk Varghese,Finance,Financial Analyst,60,65.61,75.73,3.5,99.89,36,4.7,22,No,0,79.7845,2.6997297297297296,94.0,Meets Expectations
354506,Elakshi Venkataraman,HR,Recruitment Specialist,84,83.64,88.82,3.8,70.62,42,3.8,0,No,0,78.714,1.642325581395349,76.0,Meets Expectations
249848,Mamooty Bansal,HR,HR Manager,56,60.42,92.4,4.2,70.71,40,4.2,19,No,0,72.35549999999999,1.7246341463414632,84.00000000000001,Meets Expectations
285059,Jayant Bora,Finance,Financial Analyst,74,65.73,80.49,3.7,73.23,40,4.5,29,No,0,71.8095,1.7860975609756098,90.0,Meets Expectations
885249,Kabir Bava,IT,Data Analyst,51,93.91,79.82,3.5,93.86,43,4.4,16,No,0,88.1925,2.1331818181818183,88.00000000000001,Exceeds Expectations
656715,Parinaaz Kumar,Marketing,SEO Specialist,62,89.09,99.72,3.5,74.72,44,3.3,10,No,0,82.7915,1.6604444444444444,65.99999999999999,Exceeds Expectations
841243,Ahana  Venkataraman,Finance,Financial Analyst,78,94.54,76.02,4.9,78.22,42,3.2,25,No,0,86.569,1.8190697674418603,64.0,Exceeds Expectations
155357,Onkar Borde,Sales,Business Development,69,83.75,99.26,3.4,90.62,42,3.2,22,No,0,86.1185,2.107441860465116,64.0,Exceeds Expectations
724113,Uthkarsh Bir,HR,Employee Relations,56,88.87,76.1,3.9,81.81,47,4.2,7,No,0,82.853,1.704375,84.00000000000001,Exceeds Expectations
839838,Alia Sarna,Marketing,SEO Specialist,73,65.52,81.01,4.6,76.9,45,4.2,16,No,0,75.79849999999999,1.6717391304347828,84.00000000000001,Meets Expectations
935427,Amira Krishnan,IT,Software Engineer,67,60.96,93.05,3.5,95.34,53,4.6,1,No,0,79.1625,1.7655555555555555,92.0,Meets Expectations
572989,Urvi Boase,IT,Software Engineer,85,75.37,94.12,4.4,98.96,47,3.9,18,No,0,88.3335,2.0616666666666665,78.0,Exceeds Expectations
664518,Diya Chaudhari,Sales,Account Manager,95,77.86,89.83,3.3,72.06,37,4.2,25,Yes,1,75.84649999999999,1.8963157894736842,84.00000000000001,Meets Expectations
107620,Lakshay Basu,Finance,Financial Analyst,78,82.06,80.62,4.9,97.4,52,3.4,16,No,0,89.604,1.8377358490566038,68.0,Exceeds Expectations
679054,Nirvi Keer,HR,HR Manager,79,63.57,96.78,4.3,75.23,45,5.0,4,No,0,75.997,1.6354347826086957,100.0,Meets Expectations
938445,Miraan Sundaram,Marketing,Marketing Executive,89,60.58,88.49,3.2,90.42,51,3.8,16,No,0,75.72349999999999,1.738846153846154,76.0,Meets Expectations
509889,Vanya Chokshi,HR,Recruitment Specialist,82,86.95,85.19,4.4,85.47,45,4.7,27,No,0,86.32549999999999,1.8580434782608695,94.0,Exceeds Expectations
523438,Rati Chaudhry,Marketing,Content Strategist,85,72.67,93.86,3.8,74.53,37,3.4,12,No,0,76.999,1.9613157894736843,68.0,Meets Expectations
133139,Misha Keer,Marketing,SEO Specialist,80,89.98,97.25,3.5,91.45,37,4.2,23,No,0,88.588,2.406578947368421,84.00000000000001,Exceeds Expectations
639139,Nishith Sami,Finance,Auditor,78,76.52,88.93,4.0,91.36,46,5.0,25,No,0,84.0975,1.9438297872340426,100.0,Exceeds Expectations
941605,Nitara Kota,Marketing,SEO Specialist,77,76.94,76.77,3.0,91.97,47,3.4,29,No,0,79.634,1.9160416666666666,68.0,Meets Expectations
152116,Neelofar Mander,Marketing,Content Strategist,73,88.14,75.8,3.8,83.24,46,4.7,6,No,0,82.753,1.7710638297872339,94.0,Exceeds Expectations
271877,Ishita Tiwari,Sales,Account Manager,74,90.54,96.22,4.8,87.75,40,4.9,27,No,0,91.2345,2.1402439024390243,98.00000000000001,Exceeds Expectations
276713,Anika Dara,IT,Software Engineer,57,62.13,95.31,3.9,93.46,40,3.2,0,No,0,80.453,2.279512195121951,64.0,Exceeds Expectations
794709,Mamooty Ganesh,Sales,Business Development,91,61.91,97.15,3.3,76.73,42,3.7,21,No,0,72.9965,1.784418604651163,74.0,Meets Expectations
100468,Arhaan Kibe,Finance,Accountant,81,74.25,91.3,4.3,72.36,52,3.1,4,No,0,77.90849999999999,1.3652830188679246,62.0,Meets Expectations
735215,Arnav Dar,Sales,Sales Executive,88,94.23,84.68,4.7,83.45,55,3.3,20,No,0,88.99,1.4901785714285716,65.99999999999999,Exceeds Expectations
973328,Piya Devan,IT,Cybersecurity Specialist,50,86.42,87.67,3.2,75.59,40,3.6,11,No,0,79.454,1.843658536585366,72.0,Meets Expectations
977794,Neelofar Venkatesh,HR,HR Manager,61,65.1,94.27,4.8,91.36,43,3.5,13,No,0,83.3015,2.076363636363636,70.0,Exceeds Expectations
200096,Lakshit Kaur,HR,Recruitment Specialist,50,65.3,86.42,4.1,94.41,48,3.6,6,No,0,81.16149999999999,1.926734693877551,72.0,Exceeds Expectations
188252,Navya Sekhon,Marketing,SEO Specialist,80,68.4,84.47,3.7,86.81,53,4.1,21,No,0,78.094,1.6075925925925927,82.0,Meets Expectations
191426,Mamooty Buch,Marketing,Content Strategist,70,69.13,76.34,4.6,84.07,53,3.7,25,No,0,78.871,1.5568518518518517,74.0,Meets Expectations
179927,Rohan Keer,Marketing,Content Strategist,99,61.05,80.52,4.1,82.41,43,4.4,5,Yes,1,74.58899999999998,1.8729545454545453,88.00000000000001,Meets Expectations
746698,Ishaan Jaggi,Sales,Sales Executive,56,74.48,80.98,3.9,83.59,40,3.5,25,No,0,79.17150000000001,2.0387804878048783,70.0,Meets Expectations
507375,Ehsaan Tank,Sales,Business Development,95,85.65,81.78,3.0,92.61,37,3.9,8,No,0,83.658,2.437105263157895,78.0,Exceeds Expectations
632142,Misha Malhotra,Finance,Accountant,85,60.63,80.38,4.3,99.63,55,4.4,30,No,0,81.048,1.7791071428571428,88.00000000000001,Exceeds Expectations
591425,Abram Gupta,Sales,Business Development,51,62.37,91.29,3.9,73.36,36,3.2,4,No,0,72.899,1.9827027027027027,64.0,Meets Expectations
708022,Purab Borde,Finance,Financial Analyst,58,82.98,86.58,3.6,83.46,47,4.8,28,No,0,82.04099999999998,1.7387499999999998,96.0,Exceeds Expectations
571673,Rhea Dixit,Marketing,Marketing Executive,70,93.7,84.74,4.6,83.91,44,3.7,16,No,0,88.6745,1.8646666666666667,74.0,Exceeds Expectations
791553,Taran Dutta,HR,HR Manager,80,70.07,76.95,4.0,91.85,36,4.4,1,No,0,80.21449999999999,2.4824324324324323,88.00000000000001,Exceeds Expectations
437116,Zoya Badami,IT,Software Engineer,74,62.43,99.23,3.6,78.64,35,3.5,13,No,0,75.059,2.1844444444444444,70.0,Meets Expectations
217243,Jayan Ganguly,Sales,Business Development,75,91.25,98.64,4.4,75.0,45,3.8,24,No,0,86.1835,1.6304347826086956,76.0,Exceeds Expectations
872776,Dhruv Randhawa,IT,Software Engineer,91,91.21,88.35,3.5,88.64,43,3.1,30,No,0,86.69999999999999,2.0145454545454546,62.0,Exceeds Expectations
698265,Anahita Chandra,HR,HR Manager,57,67.12,94.29,4.1,78.73,39,3.5,24,No,0,77.491,1.96825,70.0,Meets Expectations
455357,Purab Kaur,IT,Data Analyst,69,82.27,83.35,3.7,86.52,49,4.4,0,No,0,82.67899999999999,1.7304,88.00000000000001,Exceeds Expectations
765186,Taimur Dugar,Marketing,SEO Specialist,59,62.92,96.48,4.4,71.33,55,3.4,22,No,0,74.6595,1.27375,68.0,Meets Expectations
713395,Biju Lanka,IT,Data Analyst,95,92.28,85.18,3.4,91.15,37,3.7,0,No,0,87.17750000000001,2.3986842105263158,74.0,Exceeds Expectations
378413,Ira Wagle,Finance,Financial Analyst,91,67.0,91.92,4.1,78.3,39,4.2,2,Yes,1,76.943,1.9575,84.00000000000001,Meets Expectations
529784,Kaira Raja,Marketing,SEO Specialist,72,65.45,76.51,4.3,85.71,52,3.8,26,No,0,77.2825,1.6171698113207547,76.0,Meets Expectations
531106,Shanaya Chaudhuri,Finance,Financial Analyst,77,67.45,87.58,3.5,92.75,50,3.4,20,No,0,79.707,1.8186274509803921,68.0,Meets Expectations
592818,Jayant Gole,Marketing,Content Strategist,89,62.21,91.6,4.8,73.05,53,3.6,22,No,0,75.481,1.3527777777777776,72.0,Meets Expectations
187496,Badal Dada,Sales,Account Manager,91,70.45,92.63,4.9,97.45,35,3.2,10,No,0,87.3595,2.7069444444444444,64.0,Exceeds Expectations
775503,Sahil Chandra,HR,Recruitment Specialist,51,85.04,96.67,3.7,94.28,54,4.2,25,No,0,88.3625,1.7141818181818183,84.00000000000001,Exceeds Expectations
771910,Aarush Agarwal,IT,Data Analyst,71,94.43,76.68,3.5,77.84,41,4.3,4,No,0,82.2965,1.8533333333333335,86.0,Exceeds Expectations
375034,Jhanvi Saha,Finance,Financial Analyst,61,77.2,75.35,4.5,99.07,47,4.5,20,No,0,86.49699999999999,2.0639583333333333,90.0,Exceeds Expectations
592732,Lakshit Swamy,Finance,Financial Analyst,80,66.38,98.24,3.1,76.5,42,3.7,28,No,0,74.044,1.7790697674418605,74.0,Meets Expectations
172793,Anaya Chahal,Finance,Auditor,79,79.29,82.73,3.7,98.94,42,3.2,28,No,0,85.88999999999999,2.3009302325581396,64.0,Exceeds Expectations
663644,Kimaya Bobal,HR,Employee Relations,66,63.1,86.69,3.1,89.44,37,4.2,0,No,0,75.6925,2.353684210526316,84.00000000000001,Meets Expectations
495914,Khushi Raja,Sales,Business Development,66,72.22,97.02,3.1,93.11,55,3.7,11,No,0,81.71849999999999,1.6626785714285715,74.0,Exceeds Expectations
628441,Tara Kunda,Sales,Sales Executive,76,69.57,91.85,3.1,75.99,46,4.5,1,No,0,74.02349999999998,1.6168085106382977,90.0,Meets Expectations
299503,Samar Ganguly,HR,Employee Relations,99,74.74,82.61,4.4,94.24,39,4.3,5,Yes,1,84.73449999999998,2.356,86.0,Exceeds Expectations
269477,Krish Bhavsar,Marketing,Marketing Executive,90,68.02,96.47,3.8,78.26,52,3.4,15,No,0,77.0685,1.4766037735849058,68.0,Meets Expectations
504373,Dhruv Chokshi,HR,Employee Relations,59,69.96,80.78,4.9,94.06,46,4.2,23,No,0,84.224,2.001276595744681,84.00000000000001,Exceeds Expectations
366504,Amira Ghosh,Marketing,Marketing Executive,92,85.21,99.04,4.8,96.77,54,3.1,2,No,0,92.94899999999998,1.7594545454545454,62.0,Exceeds Expectations
394359,Anay Virk,HR,Employee Relations,52,70.64,82.61,3.3,72.59,48,3.9,14,No,0,72.422,1.4814285714285715,78.0,Meets Expectations
237322,Dishani Yadav,Finance,Financial Analyst,97,76.42,94.12,3.8,73.36,39,3.2,23,No,0,77.941,1.834,64.0,Meets Expectations
561866,Tejas Solanki,Finance,Accountant,68,76.73,98.73,4.4,82.0,49,3.2,3,No,0,83.565,1.64,64.0,Exceeds Expectations
735546,Jivin Sundaram,IT,Cybersecurity Specialist,71,92.32,83.76,4.0,74.02,39,3.2,20,No,0,82.78299999999999,1.8504999999999998,64.0,Exceeds Expectations
421075,Mehul Srinivasan,IT,Cybersecurity Specialist,81,76.64,85.8,4.2,79.85,53,3.3,2,No,0,80.24149999999999,1.4787037037037036,65.99999999999999,Exceeds Expectations
728274,Ryan Bajwa,Marketing,Marketing Executive,99,94.97,85.77,4.7,72.86,42,4.5,17,Yes,1,85.70599999999999,1.6944186046511627,90.0,Exceeds Expectations
546619,Ehsaan Vala,IT,Data Analyst,94,72.1,95.16,3.9,74.7,45,4.2,1,Yes,1,77.354,1.623913043478261,84.00000000000001,Meets Expectations
453232,Hunar Sharaf,Sales,Sales Executive,83,92.91,78.41,4.9,97.73,37,4.6,12,No,0,93.18549999999999,2.571842105263158,92.0,Exceeds Expectations
848166,Amani Tailor,Sales,Business Development,85,86.19,94.34,4.2,98.41,35,3.2,4,No,0,91.36099999999998,2.733611111111111,64.0,Exceeds Expectations
714406,Indrajit Divan,HR,Recruitment Specialist,58,63.25,85.06,3.5,71.82,49,3.9,28,No,0,70.5335,1.4364,78.0,Meets Expectations
187558,Advika Randhawa,Marketing,Content Strategist,63,91.38,75.01,3.2,96.4,50,4.3,20,No,0,86.5745,1.8901960784313727,86.0,Exceeds Expectations
573858,Reyansh Apte,IT,Software Engineer,67,85.76,81.19,3.4,74.88,40,3.3,13,No,0,78.6025,1.826341463414634,65.99999999999999,Meets Expectations
375394,Anika Kade,Sales,Account Manager,53,63.28,95.46,4.9,95.15,44,4.8,29,No,0,84.46950000000001,2.1144444444444446,96.0,Exceeds Expectations
818293,Pihu Upadhyay,Marketing,SEO Specialist,82,69.67,76.14,3.6,75.57,55,4.6,11,No,0,73.05499999999999,1.3494642857142856,92.0,Meets Expectations
616082,Hazel Khosla,Finance,Accountant,58,63.04,95.27,3.5,86.89,37,3.4,10,No,0,77.26599999999999,2.286578947368421,68.0,Meets Expectations
991989,Saira Kalita,HR,Recruitment Specialist,56,61.31,77.76,3.6,72.92,38,4.7,4,No,0,69.4445,1.86974358974359,94.0,Meets Expectations
706912,Vihaan Gera,Sales,Sales Executive,91,60.99,94.29,4.7,98.35,53,3.7,12,No,0,84.01249999999999,1.8212962962962962,74.0,Exceeds Expectations
565468,Vivaan Andra,Marketing,SEO Specialist,62,63.61,90.91,3.4,70.71,55,4.0,24,No,0,70.84849999999999,1.2626785714285713,80.0,Meets Expectations
449495,Vanya Chad,Marketing,Marketing Executive,72,72.0,97.85,3.7,74.91,50,3.5,20,No,0,77.19599999999998,1.4688235294117646,70.0,Meets Expectations
735184,Tushar Sachdeva,Sales,Business Development,76,66.89,86.05,4.1,90.56,39,4.5,16,No,0,80.315,2.2640000000000002,90.0,Exceeds Expectations
325646,Sara Sen,IT,Cybersecurity Specialist,100,82.93,99.96,4.6,76.57,37,4.3,20,Yes,1,84.61899999999999,2.0149999999999997,86.0,Exceeds Expectations
835602,Gatik Dey,Finance,Accountant,57,94.12,89.45,4.6,78.88,41,3.1,26,No,0,87.7675,1.878095238095238,62.0,Exceeds Expectations
325537,Renee Issac,IT,Data Analyst,68,79.05,77.48,4.1,70.05,35,3.0,5,No,0,76.107,1.9458333333333333,60.0,Meets Expectations
367507,Alisha Sahota,Sales,Business Development,50,60.25,88.86,4.9,91.41,38,3.2,9,No,0,81.11,2.3438461538461537,64.0,Exceeds Expectations
974409,Dhruv Sankaran,IT,Data Analyst,50,73.25,75.62,4.5,78.41,38,4.9,17,No,0,77.92399999999999,2.01051282051282,98.00000000000001,Meets Expectations
233059,Jayesh Kara,Finance,Accountant,68,81.72,96.63,3.3,86.79,38,4.1,7,No,0,83.373,2.2253846153846157,82.0,Exceeds Expectations
500079,Bhavin Chakrabarti,IT,Software Engineer,74,83.97,82.72,4.4,71.0,48,4.1,21,No,0,79.8475,1.4489795918367347,82.0,Meets Expectations
105109,Hazel Dalal,Marketing,SEO Specialist,62,70.5,82.17,4.4,75.99,54,4.5,21,No,0,76.79699999999998,1.3816363636363636,90.0,Meets Expectations
602645,Hazel Gour,IT,Data Analyst,63,79.54,94.02,5.0,85.33,35,4.7,7,No,0,86.80749999999999,2.370277777777778,94.0,Exceeds Expectations
597714,Trisha Lalla,IT,Cybersecurity Specialist,58,92.01,98.61,4.9,86.93,36,4.0,14,No,0,92.1205,2.3494594594594598,80.0,Exceeds Expectations
354274,Divit Mand,Marketing,Marketing Executive,76,67.33,93.31,3.1,83.09,47,3.9,12,No,0,75.94349999999999,1.7310416666666668,78.0,Meets Expectations
275185,Ishita Sunder,Marketing,SEO Specialist,51,81.62,92.97,3.3,78.39,49,4.7,19,No,0,79.849,1.5678,94.0,Meets Expectations
873424,Chirag Goel,IT,Software Engineer,98,71.79,77.41,3.8,77.8,37,3.7,22,No,0,75.368,2.0473684210526315,74.0,Meets Expectations
211434,Kimaya Kakar,Marketing,Content Strategist,74,66.33,85.03,4.0,73.62,40,3.7,20,No,0,73.737,1.795609756097561,74.0,Meets Expectations
810352,Tejas Dass,Sales,Sales Executive,51,60.01,97.18,3.1,72.04,38,4.3,22,No,0,70.0945,1.8471794871794873,86.0,Meets Expectations
507393,Taran Gupta,IT,Software Engineer,54,72.03,82.22,3.6,75.44,37,4.0,13,No,0,74.74749999999999,1.9852631578947368,80.0,Meets Expectations
290890,Aniruddh Desai,HR,Employee Relations,100,75.49,96.58,3.4,76.05,46,3.8,15,No,0,77.726,1.6180851063829786,76.0,Meets Expectations
588684,Rhea Dugar,Finance,Accountant,86,71.35,78.8,4.0,74.52,40,3.1,26,No,0,74.87449999999998,1.817560975609756,62.0,Meets Expectations
118741,Saanvi Dada,Marketing,Content Strategist,89,85.66,77.05,3.9,75.84,36,4.6,8,Yes,1,79.7825,2.0497297297297297,92.0,Meets Expectations
665519,Veer Savant,Marketing,Marketing Executive,65,60.93,92.88,4.1,77.17,52,3.1,9,No,0,74.567,1.4560377358490566,62.0,Meets Expectations
987791,Emir Agate,Marketing,Marketing Executive,100,94.93,93.19,4.5,95.91,40,5.0,10,Yes,1,94.27250000000001,2.339268292682927,100.0,Exceeds Expectations
427641,Faiyaz Rajan,Marketing,SEO Specialist,63,62.02,82.63,3.0,97.12,51,3.8,18,No,0,77.09349999999999,1.8676923076923078,76.0,Meets Expectations
577032,Aarav Sha,HR,Employee Relations,98,86.82,96.02,4.9,96.37,44,4.3,9,Yes,1,93.2195,2.1415555555555557,86.0,Exceeds Expectations
540381,Aaina Khanna,Marketing,SEO Specialist,85,70.28,95.7,4.0,97.71,49,4.4,24,No,0,85.1515,1.9542,88.00000000000001,Exceeds Expectations
976794,Divyansh Majumdar,HR,Employee Relations,68,86.75,87.46,3.6,88.4,36,4.8,6,No,0,85.22149999999999,2.389189189189189,96.0,Exceeds Expectations
415407,Vritika Barad,IT,Data Analyst,73,84.43,85.42,3.2,79.65,43,3.7,21,No,0,79.841,1.8102272727272728,74.0,Meets Expectations
330044,Nitara Lad,HR,Employee Relations,56,74.14,80.21,4.8,70.47,53,4.4,4,No,0,77.04499999999999,1.305,88.00000000000001,Meets Expectations
423286,Himmat Chhabra,Finance,Accountant,65,94.27,82.28,4.1,87.25,50,3.2,17,No,0,88.17399999999999,1.7107843137254901,64.0,Exceeds Expectations
221222,Riaan Sidhu,HR,Recruitment Specialist,86,60.7,84.13,3.0,80.57,55,4.4,16,Yes,1,71.064,1.43875,88.00000000000001,Meets Expectations
863175,Baiju Kari,IT,Software Engineer,93,69.92,75.92,3.8,97.25,42,3.5,15,No,0,81.2975,2.261627906976744,70.0,Exceeds Expectations
947406,Emir Bera,Finance,Financial Analyst,52,89.62,91.25,3.9,99.59,40,4.5,16,No,0,91.611,2.4290243902439026,90.0,Exceeds Expectations
199340,Vritika Ganesh,HR,Recruitment Specialist,83,91.47,98.87,4.3,76.2,45,4.0,15,No,0,86.415,1.6565217391304348,80.0,Exceeds Expectations
871029,Ishaan Balasubramanian,Marketing,Marketing Executive,100,61.44,80.21,3.8,86.75,43,4.8,3,Yes,1,75.298,1.9715909090909092,96.0,Meets Expectations
956640,Vanya Chad,Sales,Business Development,100,88.87,93.33,4.4,77.64,43,3.3,15,No,0,85.478,1.7645454545454546,65.99999999999999,Exceeds Expectations
684320,Shalv Gole,HR,Employee Relations,81,73.83,83.61,3.8,88.53,46,4.6,7,No,0,80.7675,1.8836170212765957,92.0,Exceeds Expectations
717901,Ayesha Khosla,Sales,Sales Executive,74,74.79,90.87,3.5,86.84,48,4.6,1,No,0,80.701,1.7722448979591838,92.0,Exceeds Expectations
713845,Lavanya Halder,Finance,Accountant,53,75.06,82.37,3.4,98.06,52,3.7,1,No,0,83.14750000000001,1.850188679245283,74.0,Exceeds Expectations
235575,Shayak Konda,HR,Recruitment Specialist,54,81.92,97.5,3.0,91.57,47,4.6,13,No,0,84.34649999999999,1.9077083333333331,92.0,Exceeds Expectations
519064,Umang Bobal,Sales,Account Manager,67,88.44,95.76,3.4,98.48,48,3.9,25,No,0,89.986,2.009795918367347,78.0,Exceeds Expectations
731526,Mehul Dyal,IT,Software Engineer,68,65.32,90.53,4.8,87.98,46,3.2,22,No,0,81.6345,1.8719148936170213,64.0,Exceeds Expectations
356636,Anaya Sanghvi,Sales,Sales Executive,73,79.79,86.45,3.4,87.6,44,3.2,17,No,0,81.754,1.9466666666666665,64.0,Exceeds Expectations
912833,Himmat Grewal,IT,Cybersecurity Specialist,88,60.3,93.21,4.6,74.71,36,4.9,26,Yes,1,75.03499999999998,2.019189189189189,98.00000000000001,Meets Expectations
934970,Vedika Kala,IT,Data Analyst,81,91.23,87.12,4.9,88.55,38,4.5,29,No,0,90.691,2.2705128205128204,90.0,Exceeds Expectations
433183,Diya Ratti,HR,Recruitment Specialist,90,73.45,88.29,4.1,70.73,42,3.9,22,No,0,76.0065,1.6448837209302327,78.0,Meets Expectations
911663,Alisha Zachariah,IT,Data Analyst,84,77.02,99.24,4.5,95.07,51,4.4,11,No,0,88.61749999999999,1.8282692307692305,88.00000000000001,Exceeds Expectations
555829,Saira Sachar,HR,Recruitment Specialist,77,89.8,86.58,4.0,73.61,37,4.7,30,No,0,82.1805,1.9371052631578947,94.0,Exceeds Expectations
891044,Ayesha Srinivas,Finance,Auditor,95,62.2,87.68,4.1,83.29,36,3.6,3,No,0,76.37349999999999,2.251081081081081,72.0,Meets Expectations
950284,Dhanuk Chopra,HR,Recruitment Specialist,88,91.07,86.27,4.5,77.1,54,4.8,21,Yes,1,85.29999999999998,1.4018181818181816,96.0,Exceeds Expectations
156834,Zaina Ravi,HR,Recruitment Specialist,85,71.45,89.42,4.7,82.93,48,4.4,19,No,0,81.54599999999999,1.692448979591837,88.00000000000001,Exceeds Expectations
930259,Faiyaz Sengupta,Finance,Auditor,94,62.74,81.13,3.9,98.99,52,3.6,30,No,0,80.475,1.8677358490566036,72.0,Exceeds Expectations
539275,Riya Bajaj,IT,Cybersecurity Specialist,94,67.43,75.38,5.0,77.8,36,4.2,30,Yes,1,77.1375,2.1027027027027025,84.00000000000001,Meets Expectations
462642,Mahika Lata,IT,Data Analyst,78,81.74,75.54,4.9,80.82,47,4.0,25,No,0,82.92699999999999,1.6837499999999999,80.0,Exceeds Expectations
634075,Reyansh Atwal,IT,Data Analyst,87,77.99,75.37,3.5,80.99,38,4.5,1,Yes,1,77.4485,2.0766666666666667,90.0,Meets Expectations
723585,Eshani Taneja,Finance,Accountant,80,63.45,86.74,4.1,71.89,40,4.9,9,No,0,72.67999999999999,1.7534146341463415,98.00000000000001,Meets Expectations
762205,Divij Khare,IT,Software Engineer,62,66.28,98.93,4.7,86.62,40,3.7,23,No,0,82.4545,2.1126829268292684,74.0,Exceeds Expectations
330511,Zaina Basak,Sales,Sales Executive,84,72.67,81.11,4.6,81.7,51,3.7,19,No,0,79.996,1.5711538461538461,74.0,Meets Expectations
763796,Indranil Sanghvi,Finance,Auditor,89,61.6,94.31,3.4,70.67,36,4.8,3,Yes,1,70.641,1.9100000000000001,96.0,Meets Expectations
