Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age,TrainingSuccess,CostPerTrainingDay,OverallSatisfactionIndex
3858,2022-01-22,IT Support,PYZ,Active,Full-Time,Zone B,Full-Time,IT/IS,Engineers,1951-02-07,MA,Male,Other,Married,Fully Meets,3,2023-07-05,3,3,1,2023-06-13,Project Management,External,Failed,4,478.88,71,0,116.80000000000001,2.3333333333333335
3859,2019-11-29,IT Support,PL,Active,Full-Time,Zone B,Part-Time,IT/IS,Fielders,1992-04-20,MA,Female,Hispanic,Married,PIP,3,2023-02-08,1,2,5,2023-06-05,Communication Skills,External,Completed,1,838.69,27,1,762.4454545454545,2.6666666666666665
3860,2020-07-01,IT Support,NEL,Active,Contract,Zone B,Temporary,IT/IS,Catv,1996-04-01,MA,Female,Asian,Single,Fully Meets,3,2023-06-26,2,4,3,2022-10-10,Technical Skills,Internal,Completed,4,389.63,24,1,95.03170731707318,3.0
3861,2022-03-24,Sr. Network Engineer,PL,Active,Full-Time,Zone C,Part-Time,IT/IS,General - Con,1965-02-25,MA,Male,Other,Widowed,PIP,3,2023-07-19,3,1,5,2023-04-29,Project Management,Internal,Passed,1,911.36,57,1,828.5090909090909,3.0
3863,2019-06-07,Principal Data Architect,CCDR,Active,Contract,Zone A,Temporary,IT/IS,Aerial,1972-03-19,MA,Female,Other,Single,PIP,3,2022-11-23,4,2,1,2022-09-16,Leadership Development,Internal,Incomplete,5,274.98,47,0,53.91764705882353,2.3333333333333335
3865,2020-09-29,Network Engineer,MSC,Active,Part-Time,Zone C,Temporary,Production,Sales & Marketing,1963-03-10,MA,Male,Asian,Single,Needs Improvement,3,2023-05-26,1,4,3,2022-11-03,Project Management,External,Completed,2,399.26,57,1,190.1238095238095,2.6666666666666665
3866,2020-09-04,Network Engineer,TNS,Active,Contract,Zone A,Full-Time,Executive Office,Field Operations,1959-09-11,MA,Male,Other,Divorced,Fully Meets,3,2022-09-16,2,1,5,2022-12-04,Customer Service,Internal,Incomplete,4,993.08,61,0,242.2146341463415,2.6666666666666665
3867,2018-08-26,Network Engineer,PYZ,Active,Part-Time,Zone B,Full-Time,Executive Office,Catv,1986-10-21,MA,Male,Other,Widowed,Fully Meets,3,2022-10-31,5,3,3,2022-09-07,Communication Skills,External,Failed,4,540.57,32,0,131.84634146341466,3.6666666666666665
3868,2019-08-17,Network Engineer,WBL,Active,Contract,Zone A,Part-Time,IT/IS,Finance & Accounting,2000-03-23,MA,Male,Hispanic,Widowed,Fully Meets,3,2022-09-16,3,1,2,2022-09-27,Project Management,Internal,Completed,3,272.58,19,1,87.92903225806451,2.0
3869,2019-09-25,IT Support,NEL,Active,Full-Time,Zone A,Temporary,IT/IS,Field Operations,1977-10-06,MA,Male,Hispanic,Divorced,Fully Meets,3,2023-07-01,1,4,2,2023-03-19,Project Management,External,Completed,2,905.51,42,1,431.1952380952381,2.3333333333333335
3870,2023-03-11,IT Support,PL,Active,Contract,Zone B,Temporary,IT/IS,Project Management - Con,1966-11-23,MA,Male,Asian,Single,Fully Meets,3,2023-02-13,1,5,1,2023-03-10,Technical Skills,External,Completed,1,919.25,57,1,835.6818181818181,2.3333333333333335
3871,2022-12-15,IT Support,BPC,Active,Full-Time,Zone B,Full-Time,IT/IS,General - Con,1971-05-06,MA,Female,White,Widowed,Fully Meets,3,2023-07-15,4,5,2,2023-04-15,Technical Skills,External,Completed,5,979.98,51,1,192.1529411764706,3.6666666666666665
3872,2018-08-10,IT Support,CCDR,Active,Contract,Zone B,Part-Time,IT/IS,Engineers,1966-08-01,MA,Female,Asian,Single,Fully Meets,3,2022-08-15,5,5,3,2023-02-26,Communication Skills,Internal,Completed,3,499.86,52,1,161.24516129032259,4.333333333333333
3873,2022-03-04,Sr. Network Engineer,NEL,Active,Full-Time,Zone B,Part-Time,IT/IS,Executive,1972-10-27,MA,Male,Hispanic,Widowed,Fully Meets,3,2023-03-25,3,4,5,2023-03-10,Project Management,Internal,Completed,3,598.22,50,1,192.9741935483871,4.0
3874,2020-06-02,Sr. Network Engineer,PL,Active,Part-Time,Zone C,Part-Time,IT/IS,General - Con,1997-10-22,CT,Male,Hispanic,Married,Fully Meets,3,2022-01-10,4,4,5,2022-10-03,Project Management,External,Passed,2,421.93,23,1,200.9190476190476,4.333333333333333
3875,2021-06-29,Sr. Network Engineer,BPC,Active,Contract,Zone A,Temporary,IT/IS,Underground,1969-08-23,CT,Male,Asian,Divorced,Fully Meets,3,2023-02-02,5,5,1,2023-06-10,Leadership Development,External,Incomplete,2,860.22,52,0,409.62857142857143,3.6666666666666665
3876,2021-10-24,Principal Data Architect,CCDR,Active,Contract,Zone C,Temporary,IT/IS,General - Con,1954-05-30,MA,Female,Hispanic,Single,PIP,3,2022-07-11,3,2,5,2022-11-10,Leadership Development,External,Failed,1,946.23,67,0,860.2090909090908,3.3333333333333335
3877,2018-10-22,Network Engineer,MSC,Active,Part-Time,Zone A,Full-Time,Executive Office,General - Con,1976-01-21,MA,Male,Asian,Single,PIP,3,2023-06-30,3,3,4,2023-06-04,Communication Skills,External,Passed,1,888.55,42,1,807.7727272727271,3.3333333333333335
3878,2018-09-08,Network Engineer,TNS,Active,Contract,Zone B,Part-Time,Executive Office,Engineers,1967-02-18,MA,Male,Other,Divorced,Fully Meets,3,2023-02-23,4,4,1,2022-12-28,Customer Service,Internal,Passed,5,749.69,51,1,146.9980392156863,3.0
3879,2019-02-08,Network Engineer,PYZ,Active,Full-Time,Zone C,Part-Time,IT/IS,Field Operations,1996-01-13,MA,Male,Hispanic,Married,Fully Meets,3,2022-12-22,1,5,2,2023-04-11,Project Management,Internal,Incomplete,2,613.95,23,0,292.3571428571429,2.6666666666666665
3880,2021-03-29,Network Engineer,WBL,Active,Part-Time,Zone B,Temporary,IT/IS,General - Con,1973-05-15,MA,Male,Black,Single,Fully Meets,3,2022-09-18,4,3,1,2022-09-25,Communication Skills,Internal,Completed,3,934.92,48,1,301.5870967741935,2.6666666666666665
3881,2019-06-19,IT Support,NEL,Active,Part-Time,Zone B,Part-Time,IT/IS,Field Operations,1992-12-11,MA,Male,Other,Divorced,Fully Meets,3,2022-10-20,5,3,5,2022-10-25,Project Management,External,Failed,3,170.61,27,0,55.035483870967745,4.333333333333333
3882,2019-01-30,IT Support,PL,Active,Contract,Zone C,Part-Time,IT/IS,Wireless,1946-02-15,MA,Female,Asian,Married,Fully Meets,3,2022-09-19,5,3,3,2023-06-02,Customer Service,Internal,Completed,2,654.09,73,1,311.4714285714286,3.6666666666666665
3883,2022-05-06,IT Support,BPC,Active,Contract,Zone B,Full-Time,IT/IS,Field Operations,1991-06-16,MA,Female,White,Widowed,Fully Meets,3,2023-03-13,2,2,1,2023-07-05,Communication Skills,Internal,Incomplete,2,842.6,31,0,401.23809523809524,1.6666666666666667
3884,2019-02-02,IT Support,CCDR,Active,Full-Time,Zone B,Temporary,IT/IS,Engineers,1987-04-27,MA,Female,Black,Widowed,Fully Meets,3,2023-07-30,4,2,3,2022-09-17,Customer Service,External,Passed,1,789.88,32,1,718.0727272727272,3.0
3885,2021-12-08,Sr. Network Engineer,EW,Active,Full-Time,Zone B,Part-Time,IT/IS,Engineers,1948-10-21,CT,Female,Black,Single,Fully Meets,3,2023-07-30,5,5,5,2022-08-19,Communication Skills,External,Failed,2,324.81,73,0,154.67142857142858,5.0
3886,2018-10-12,Sr. Network Engineer,MSC,Active,Part-Time,Zone B,Temporary,IT/IS,Wireless,1977-06-12,CT,Male,Other,Single,Fully Meets,3,2022-08-30,5,2,5,2022-11-28,Technical Skills,External,Passed,4,298.1,41,1,72.70731707317074,4.0
3889,2022-09-05,Network Engineer,TNS,Active,Contract,Zone B,Part-Time,Executive Office,General - Con,1982-10-15,MA,Male,Black,Single,Fully Meets,3,2023-01-26,2,1,1,2023-08-02,Technical Skills,External,Incomplete,1,292.8,40,0,266.1818181818182,1.3333333333333333
3890,2022-07-19,Network Engineer,WBL,Active,Full-Time,Zone B,Temporary,IT/IS,General - Con,1999-08-20,MA,Male,Asian,Divorced,Fully Meets,3,2022-10-24,2,3,3,2023-01-08,Project Management,External,Completed,4,596.62,23,1,145.51707317073172,2.6666666666666665
3891,2022-05-26,Network Engineer,BPC,Active,Full-Time,Zone C,Temporary,IT/IS,Engineers,1960-04-07,MA,Male,Other,Single,Fully Meets,3,2023-06-07,3,2,2,2023-04-08,Leadership Development,External,Passed,5,774.74,62,1,151.90980392156865,2.3333333333333335
3892,2022-10-31,Network Engineer,CCDR,Active,Full-Time,Zone A,Full-Time,IT/IS,Engineers,1978-01-04,MA,Male,Hispanic,Divorced,Fully Meets,3,2023-11-07,5,4,2,2022-10-10,Technical Skills,External,Completed,5,894.59,44,1,175.40980392156865,3.6666666666666665
3893,2023-03-22,IT Support,EW,Active,Full-Time,Zone B,Part-Time,IT/IS,General - Con,1953-04-15,MA,Female,Asian,Married,Fully Meets,3,2023-01-26,3,1,2,2022-09-16,Leadership Development,External,Failed,1,242.36,70,0,220.3272727272727,2.0
3894,2023-05-29,IT Support,MSC,Active,Full-Time,Zone A,Full-Time,IT/IS,Aerial,1959-02-03,MA,Female,Black,Married,Fully Meets,3,2022-08-14,4,3,5,2022-12-02,Leadership Development,External,Failed,4,533.27,64,0,130.06585365853658,4.0
3895,2020-02-23,IT Support,NEL,Active,Full-Time,Zone C,Full-Time,IT/IS,Splicing,1943-05-16,MA,Female,Other,Single,Fully Meets,3,2023-07-16,2,1,2,2023-04-22,Technical Skills,External,Completed,1,983.77,77,1,894.3363636363636,1.6666666666666667
3896,2019-08-13,IT Support,PL,Active,Part-Time,Zone B,Temporary,IT/IS,Engineers,1980-11-20,MA,Female,Other,Widowed,Fully Meets,3,2023-02-14,5,3,1,2023-04-06,Technical Skills,Internal,Passed,4,293.64,39,1,71.61951219512196,3.0
3897,2019-03-25,Sr. Network Engineer,NEL,Active,Part-Time,Zone A,Part-Time,IT/IS,Aerial,1956-03-31,CT,Female,Black,Married,Fully Meets,3,2023-02-28,5,4,3,2023-08-04,Technical Skills,Internal,Incomplete,3,380.61,63,0,122.77741935483871,4.0
3900,2023-06-16,Principal Data Architect,CCDR,Active,Contract,Zone C,Full-Time,IT/IS,Field Operations,1995-09-26,MA,Female,Asian,Single,Fully Meets,3,2023-09-03,5,2,1,2023-05-02,Technical Skills,Internal,Passed,5,143.21,28,1,28.08039215686275,2.6666666666666665
3901,2021-06-18,Network Engineer,EW,Active,Part-Time,Zone A,Temporary,Executive Office,Project Management - Eng,1988-05-02,MA,Male,Hispanic,Single,Fully Meets,3,2023-10-07,1,2,5,2023-05-11,Customer Service,External,Failed,1,876.73,33,0,797.0272727272727,2.6666666666666665
3902,2023-05-22,Network Engineer,MSC,Active,Contract,Zone B,Temporary,Executive Office,Wireline Construction,1964-02-06,MA,Male,Black,Single,Fully Meets,3,2023-02-02,3,1,1,2023-01-11,Leadership Development,External,Failed,4,768.05,59,0,187.32926829268294,1.6666666666666667
3903,2019-05-14,Network Engineer,TNS,Active,Full-Time,Zone A,Full-Time,IT/IS,Field Operations,1993-07-21,MA,Male,Hispanic,Single,Fully Meets,3,2023-04-02,1,4,3,2023-06-01,Communication Skills,External,Incomplete,4,153.15,26,0,37.35365853658537,2.6666666666666665
3904,2020-12-27,Network Engineer,PYZ,Active,Contract,Zone A,Part-Time,IT/IS,Engineers,1970-03-03,MA,Male,Asian,Widowed,Fully Meets,3,2022-09-13,4,4,1,2023-06-17,Project Management,External,Passed,5,339.73,50,1,66.61372549019609,3.0
3905,2020-08-04,Network Engineer,WBL,Active,Full-Time,Zone A,Full-Time,IT/IS,Billable Consultants,1958-08-06,MA,Female,Black,Widowed,Fully Meets,3,2023-12-06,5,5,5,2022-12-18,Project Management,Internal,Failed,3,233.22,62,0,75.23225806451613,5.0
3906,2020-08-25,IT Support,NEL,Active,Contract,Zone C,Temporary,IT/IS,Wireline Construction,1975-05-09,MA,Female,Other,Married,Fully Meets,3,2023-01-18,3,2,4,2023-02-19,Project Management,Internal,Completed,2,735.44,45,1,350.20952380952383,3.0
3907,2022-02-24,IT Support,PL,Active,Full-Time,Zone A,Temporary,IT/IS,Engineers,1964-11-07,MA,Female,White,Married,Fully Meets,3,2023-07-03,3,2,5,2022-12-06,Technical Skills,External,Incomplete,3,281.7,58,0,90.87096774193547,3.3333333333333335
3908,2019-08-06,IT Support,BPC,Active,Part-Time,Zone C,Temporary,IT/IS,Splicing,1986-11-07,MA,Female,Black,Married,Needs Improvement,3,2022-12-25,2,5,3,2022-09-20,Project Management,External,Failed,1,489.69,33,0,445.17272727272723,3.3333333333333335
3909,2021-08-01,IT Support,CCDR,Active,Part-Time,Zone C,Part-Time,IT/IS,General - Eng,1944-05-26,MA,Female,Other,Married,Needs Improvement,3,2023-05-18,1,1,2,2023-01-04,Project Management,Internal,Failed,4,436.23,77,0,106.39756097560976,1.3333333333333333
3910,2022-07-13,Sr. Network Engineer,WBL,Active,Part-Time,Zone A,Part-Time,IT/IS,Wireless,1997-02-22,MA,Female,White,Widowed,Needs Improvement,3,2022-11-29,5,3,4,2023-05-07,Leadership Development,External,Incomplete,5,248.85,25,0,48.794117647058826,4.0
3911,2021-05-28,Sr. Network Engineer,NEL,Active,Full-Time,Zone A,Part-Time,IT/IS,Splicing,1950-07-29,CT,Male,White,Widowed,Fully Meets,3,2023-06-06,2,5,4,2022-09-09,Customer Service,External,Failed,5,395.22,71,0,77.49411764705883,3.6666666666666665
3914,2020-02-04,Network Engineer,SVG,Active,Contract,Zone C,Temporary,Executive Office,Engineers,1958-07-22,MA,Male,Other,Single,Exceeds,3,2023-03-15,3,5,3,2023-02-24,Leadership Development,Internal,Failed,1,559.86,62,0,508.96363636363634,3.6666666666666665
3915,2022-08-28,Network Engineer,TNS,Active,Contract,Zone B,Part-Time,IT/IS,Field Operations,1991-03-05,MA,Male,Other,Widowed,Fully Meets,3,2023-01-02,5,3,1,2023-04-01,Leadership Development,External,Completed,2,602.21,31,1,286.76666666666665,3.0
3916,2022-06-27,Network Engineer,WBL,Active,Part-Time,Zone C,Temporary,IT/IS,Project Management - Con,1964-05-25,MA,Male,Other,Widowed,Fully Meets,3,2023-03-22,1,3,1,2023-03-16,Communication Skills,External,Passed,4,343.6,58,1,83.8048780487805,1.6666666666666667
3917,2019-12-19,Network Engineer,PYZ,Active,Part-Time,Zone C,Full-Time,IT/IS,General - Con,1993-11-04,MA,Female,Black,Widowed,Exceeds,3,2022-09-24,3,1,4,2023-03-28,Project Management,Internal,Failed,3,328.89,26,0,106.09354838709676,2.6666666666666665
3918,2020-09-24,Network Engineer,WBL,Active,Contract,Zone A,Full-Time,IT/IS,Field Operations,1960-06-17,MA,Female,Asian,Widowed,Fully Meets,3,2023-05-30,3,3,5,2022-10-10,Communication Skills,External,Completed,3,701.83,60,1,226.3967741935484,3.6666666666666665
3919,2023-07-06,IT Support,NEL,Active,Contract,Zone C,Full-Time,IT/IS,Field Operations,1944-07-10,MA,Female,Asian,Divorced,Fully Meets,3,2023-02-05,3,3,2,2023-07-28,Customer Service,External,Completed,5,229.03,79,1,44.90784313725491,2.6666666666666665
3920,2021-04-11,IT Support,PL,Active,Full-Time,Zone A,Part-Time,IT/IS,Field Operations,1961-04-11,MA,Female,Other,Divorced,Fully Meets,3,2022-11-14,2,1,4,2023-06-04,Customer Service,Internal,Failed,3,809.39,60,0,261.09354838709675,2.3333333333333335
3921,2020-02-12,IT Support,BPC,Active,Contract,Zone A,Part-Time,IT/IS,Splicing,1943-11-30,MA,Female,Other,Married,Fully Meets,3,2023-06-30,4,3,2,2023-06-04,Customer Service,External,Completed,5,393.54,77,1,77.16470588235295,3.0
3922,2018-12-25,IT Support,CCDR,Active,Part-Time,Zone A,Full-Time,IT/IS,General - Con,1996-04-10,MA,Female,White,Widowed,Fully Meets,3,2023-02-15,5,3,1,2023-03-18,Communication Skills,External,Incomplete,1,629.74,22,0,572.4909090909091,3.0
3923,2021-12-25,Sr. Network Engineer,WBL,Active,Full-Time,Zone C,Part-Time,IT/IS,Aerial,1955-03-16,MA,Female,Hispanic,Single,Exceeds,3,2022-10-27,2,4,3,2022-12-27,Project Management,External,Failed,2,378.39,66,0,180.18571428571428,3.0
3924,2021-05-22,Sr. Network Engineer,NEL,Active,Full-Time,Zone B,Full-Time,IT/IS,General - Con,1993-04-27,CT,Male,Other,Widowed,Fully Meets,3,2022-07-11,2,4,5,2022-09-08,Customer Service,External,Passed,2,715.98,28,1,340.9428571428571,3.6666666666666665
3926,2019-02-27,Sr. Network Engineer,BPC,Active,Full-Time,Zone C,Full-Time,IT/IS,Wireless,1941-12-16,MA,Female,Hispanic,Single,Needs Improvement,3,2023-07-15,4,1,4,2023-07-25,Customer Service,Internal,Incomplete,2,449.35,78,0,213.97619047619048,3.0
3927,2020-03-01,Network Engineer,SVG,Active,Contract,Zone C,Temporary,Executive Office,Aerial,1982-12-10,MA,Male,Other,Single,Fully Meets,3,2023-04-05,5,4,1,2023-03-05,Customer Service,External,Completed,2,878.67,38,1,418.41428571428565,3.3333333333333335
3928,2021-01-27,Network Engineer,TNS,Active,Full-Time,Zone A,Temporary,IT/IS,General - Con,1956-11-07,MA,Male,White,Widowed,Fully Meets,3,2023-04-01,4,2,1,2022-09-11,Leadership Development,Internal,Failed,1,799.99,65,0,727.2636363636364,2.3333333333333335
3929,2023-06-18,Network Engineer,WBL,Active,Contract,Zone C,Part-Time,IT/IS,Wireline Construction,1977-04-20,MA,Female,Asian,Married,Fully Meets,3,2022-10-28,2,5,2,2023-07-11,Technical Skills,Internal,Failed,3,617.52,46,0,199.2,3.0
3930,2019-11-24,Network Engineer,BPC,Active,Contract,Zone A,Part-Time,IT/IS,General - Con,1984-09-04,MA,Female,Asian,Married,Fully Meets,3,2023-06-05,4,4,4,2023-05-30,Leadership Development,External,Failed,5,522.86,35,0,102.52156862745099,4.0
3931,2021-09-24,Network Engineer,CCDR,Active,Part-Time,Zone A,Temporary,IT/IS,Engineers,1960-06-26,MA,Male,Black,Widowed,Fully Meets,3,2022-09-30,2,1,5,2022-11-12,Customer Service,External,Failed,5,685.82,61,0,134.4745098039216,2.6666666666666665
3932,2022-08-17,IT Support,EW,Active,Contract,Zone B,Full-Time,IT/IS,General - Eng,1965-04-21,MA,Female,Black,Single,Fully Meets,3,2023-06-23,5,5,4,2023-02-27,Technical Skills,Internal,Completed,5,898.93,57,1,176.26078431372548,4.666666666666667
3933,2023-04-18,IT Support,MSC,Active,Contract,Zone A,Part-Time,IT/IS,Engineers,1967-08-21,MA,Female,White,Married,Fully Meets,3,2023-03-27,3,4,5,2022-08-23,Communication Skills,Internal,Incomplete,1,559.55,56,0,508.6818181818181,4.0
3934,2020-04-15,IT Support,NEL,Active,Full-Time,Zone C,Temporary,IT/IS,Executive,1979-03-01,MA,Female,Asian,Widowed,Fully Meets,3,2023-07-04,3,3,2,2023-02-16,Project Management,Internal,Completed,5,219.78,41,1,43.09411764705883,2.6666666666666665
3935,2020-12-25,IT Support,PL,Active,Full-Time,Zone C,Full-Time,IT/IS,Aerial,1993-11-16,MA,Male,White,Widowed,Fully Meets,3,2023-05-04,5,1,4,2023-07-16,Customer Service,Internal,Passed,5,223.6,27,1,43.84313725490196,3.3333333333333335
3936,2022-07-21,Enterprise Architect,MSC,Terminated,Full-Time,Zone B,Temporary,IT/IS,General - Sga,1998-06-27,CT,Male,Other,Widowed,Fully Meets,3,2023-03-25,5,3,4,2023-05-14,Communication Skills,Internal,Completed,4,283.29,24,1,69.09512195121953,4.0
3937,2022-11-04,Database Administrator,EW,Active,Contract,Zone C,Part-Time,IT/IS,Field Operations,1944-09-13,MA,Male,White,Widowed,Fully Meets,3,2022-11-21,1,3,1,2023-04-02,Communication Skills,Internal,Completed,2,935.28,78,1,445.37142857142857,1.6666666666666667
3938,2020-04-20,Data Analyst,BPC,Active,Part-Time,Zone B,Temporary,IT/IS,Field Operations,1955-05-28,MA,Female,Hispanic,Married,Fully Meets,3,2022-12-16,1,1,1,2023-07-30,Technical Skills,External,Completed,2,892.83,65,1,425.15714285714284,1.0
3939,2019-09-05,Data Analyst,CCDR,Active,Part-Time,Zone A,Part-Time,IT/IS,General - Con,1992-04-09,TX,Male,Black,Married,Fully Meets,3,2023-09-01,5,2,4,2023-05-18,Technical Skills,Internal,Passed,4,318.19,27,1,77.60731707317073,3.6666666666666665
3940,2019-08-11,Sr. DBA,EW,Active,Contract,Zone B,Full-Time,IT/IS,General - Con,1958-09-08,MA,Male,Other,Divorced,Fully Meets,3,2022-12-25,5,4,3,2022-08-11,Project Management,External,Failed,5,305.31,61,0,59.86470588235294,4.0
3941,2018-11-04,Data Analyst,BPC,Active,Full-Time,Zone B,Temporary,IT/IS,Field Operations,1985-08-30,MA,Male,White,Married,Fully Meets,3,2023-01-26,2,3,3,2022-09-13,Project Management,External,Incomplete,5,756.43,33,0,148.31960784313725,2.6666666666666665
3942,2018-11-04,Principal Data Architect,PYZ,Terminated,Contract,Zone B,Temporary,IT/IS,Catv,1951-04-09,MA,Female,Asian,Married,PIP,3,2023-02-02,3,4,1,2023-01-28,Customer Service,External,Completed,5,940.22,67,1,184.35686274509806,2.6666666666666665
3943,2019-07-27,Data Analyst,NEL,Terminated,Part-Time,Zone A,Part-Time,IT/IS,General - Eng,1971-04-08,MA,Male,Black,Single,Fully Meets,3,2022-06-08,5,2,2,2023-05-15,Communication Skills,External,Failed,3,282.37,48,0,91.08709677419354,3.0
3944,2020-12-21,Data Analyst,SVG,Active,Full-Time,Zone A,Full-Time,IT/IS,General - Sga,1997-05-07,MA,Female,White,Single,Fully Meets,3,2023-02-26,5,3,4,2022-08-19,Technical Skills,External,Completed,1,627.14,23,1,570.1272727272727,4.0
3945,2022-07-25,Data Analyst,MSC,Active,Full-Time,Zone C,Temporary,IT/IS,Engineers,1998-03-23,MA,Female,Black,Single,PIP,3,2023-03-01,4,4,2,2022-08-29,Communication Skills,External,Incomplete,2,864.5,24,0,411.66666666666663,3.3333333333333335
3946,2019-06-15,Database Administrator,NEL,Active,Contract,Zone A,Temporary,IT/IS,Shop (Fleet),1957-07-20,MA,Female,White,Married,Fully Meets,3,2023-07-23,1,3,4,2023-07-15,Leadership Development,External,Passed,4,981.64,62,1,239.42439024390245,2.6666666666666665
3947,2020-04-04,Database Administrator,EW,Terminated,Full-Time,Zone B,Full-Time,IT/IS,Field Operations,1996-03-12,MA,Female,Hispanic,Married,Fully Meets,3,2023-07-28,4,3,1,2023-01-14,Project Management,Internal,Failed,3,456.02,24,0,147.1032258064516,2.6666666666666665
3948,2023-02-03,Data Analyst,MSC,Terminated,Contract,Zone C,Full-Time,IT/IS,Aerial,1943-10-29,MA,Male,Hispanic,Married,Fully Meets,3,2023-10-03,4,4,2,2023-04-02,Leadership Development,External,Passed,5,350.68,80,1,68.7607843137255,3.3333333333333335
3950,2023-07-12,Database Administrator,CCDR,Active,Full-Time,Zone A,Part-Time,IT/IS,Fielders,1989-01-29,MA,Female,Hispanic,Widowed,Fully Meets,3,2022-10-18,2,3,5,2023-04-22,Technical Skills,Internal,Completed,2,119.24,34,1,56.78095238095238,3.3333333333333335
3951,2021-04-25,Database Administrator,MSC,Terminated,Contract,Zone A,Temporary,IT/IS,Wireline Construction,1961-07-09,MA,Female,Asian,Divorced,Fully Meets,3,2023-01-04,4,1,3,2023-04-08,Project Management,Internal,Completed,5,532.41,60,1,104.39411764705882,2.6666666666666665
3952,2021-03-13,Data Analyst,EW,Active,Full-Time,Zone A,Full-Time,IT/IS,Finance & Accounting,1950-01-11,MA,Male,Black,Single,Fully Meets,3,2022-12-13,1,4,1,2023-07-16,Project Management,External,Incomplete,5,625.95,71,0,122.73529411764707,2.0
3953,2021-08-16,Data Analyst,BPC,Active,Full-Time,Zone B,Full-Time,IT/IS,General - Eng,1965-02-22,MA,Female,White,Married,Fully Meets,3,2023-03-16,3,4,4,2023-05-31,Customer Service,Internal,Passed,2,779.08,56,1,370.9904761904762,3.6666666666666665
3954,2021-10-18,Database Administrator,CCDR,Active,Full-Time,Zone B,Temporary,IT/IS,General - Con,1946-11-11,MA,Female,Hispanic,Married,Fully Meets,3,2023-06-18,5,1,5,2023-05-11,Leadership Development,External,Completed,1,497.09,75,1,451.8999999999999,3.6666666666666665
3955,2020-02-16,Database Administrator,SVG,Active,Contract,Zone C,Full-Time,IT/IS,Project Management - Con,1998-10-28,MA,Female,Hispanic,Married,Fully Meets,3,2023-10-06,2,1,1,2023-03-14,Technical Skills,External,Failed,1,762.36,22,0,693.0545454545454,1.3333333333333333
3956,2019-08-07,Database Administrator,EW,Active,Contract,Zone A,Temporary,IT/IS,General - Sga,1997-02-01,TX,Female,Black,Widowed,Fully Meets,3,2022-09-26,4,5,2,2022-10-21,Customer Service,External,Failed,4,611.15,22,0,149.0609756097561,3.6666666666666665
3957,2022-01-03,Database Administrator,MSC,Active,Contract,Zone C,Temporary,IT/IS,Field Operations,1991-02-01,TX,Female,Other,Divorced,Fully Meets,3,2023-07-06,3,2,4,2023-06-22,Communication Skills,Internal,Passed,3,724.95,31,1,233.85483870967744,3.0
3958,2020-09-22,Database Administrator,TNS,Active,Part-Time,Zone C,Full-Time,IT/IS,Field Operations,1974-09-18,TX,Female,Hispanic,Married,PIP,3,2023-10-04,5,3,1,2022-12-21,Technical Skills,Internal,Completed,5,332.9,46,1,65.27450980392157,3.0
3959,2022-11-11,Data Architect,PYZ,Terminated,Part-Time,Zone A,Full-Time,IT/IS,General - Con,1988-08-20,TX,Male,Hispanic,Single,Fully Meets,3,2023-06-30,5,4,5,2023-01-30,Communication Skills,Internal,Incomplete,5,116.9,34,0,22.921568627450984,4.666666666666667
3960,2018-08-11,CIO,WBL,Active,Part-Time,Zone A,Full-Time,IT/IS,Field Operations,1947-05-04,TX,Male,White,Married,Fully Meets,3,2023-07-14,3,4,1,2023-03-19,Communication Skills,External,Completed,1,430.46,71,1,391.32727272727266,2.6666666666666665
3961,2023-03-31,BI Director,NEL,Active,Full-Time,Zone A,Full-Time,IT/IS,Aerial,1978-06-19,MA,Male,Black,Divorced,Fully Meets,3,2022-11-20,2,5,2,2023-02-05,Leadership Development,Internal,Passed,5,881.61,45,1,172.86470588235295,3.0
3962,2021-03-10,Sr. DBA,MSC,Active,Contract,Zone B,Part-Time,IT/IS,Aerial,1990-11-18,MA,Female,Hispanic,Divorced,Fully Meets,3,2023-05-30,4,3,3,2022-11-04,Customer Service,Internal,Failed,3,454.92,31,0,146.7483870967742,3.3333333333333335
3963,2019-08-30,Sr. Accountant,TNS,Active,Part-Time,Zone B,Temporary,IT/IS,Field Operations,1998-05-19,MA,Female,Black,Widowed,Fully Meets,3,2023-07-28,4,1,5,2023-04-15,Customer Service,External,Completed,2,381.88,21,1,181.84761904761905,3.3333333333333335
3965,2020-04-22,Software Engineering Manager,WBL,Active,Contract,Zone B,Part-Time,IT/IS,General - Con,1998-01-11,MA,Female,Other,Married,Fully Meets,3,2023-08-06,4,1,2,2023-06-20,Technical Skills,Internal,Completed,4,198.58,22,1,48.434146341463425,2.3333333333333335
3967,2018-12-03,Data Analyst,MSC,Active,Full-Time,Zone A,Temporary,IT/IS,Finance & Accounting,1955-07-19,MA,Female,Black,Married,Fully Meets,3,2023-05-01,5,3,4,2023-05-16,Customer Service,External,Failed,4,683.96,63,0,166.81951219512197,4.0
